sample_id,time_step,date,target,Open,High,Low,Close,Volume,returns,sma_5,sma_20,rsi,volume_z,USD_KRW,NASDAQ,VIX
2,34,2020-02-14 00:00:00,,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500.0,-0.004937755668348531,52.226399993896486,45.25780010223389,71.2054913797478,1.4702401718849085,1183.469970703125,9731.1796875,13.680000305175781
2,35,2020-02-18 00:00:00,,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500.0,0.0729597130158357,53.3879997253418,46.417466735839845,73.50349717745334,1.6041088085678246,1183.81005859375,9732.740234375,14.829999923706055
2,36,2020-02-19 00:00:00,,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000.0,0.06875580895325561,55.29519958496094,47.65153331756592,75.29356832328563,3.363333379558011,1189.9300537109375,9817.1796875,14.380000114440918
2,37,2020-02-20 00:00:00,,60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,264523500.0,-0.019631105097986157,57.05679931640625,48.75103321075439,70.74640396753088,1.8479520868978105,1191.3699951171875,9750.9697265625,15.5600004196167
2,38,2020-02-21 00:00:00,,60.46533203125,60.87066650390625,58.6966667175293,60.06666564941406,214722000.0,0.0017678087791648256,58.35013275146484,49.84703311920166,70.35782749770817,1.2019386266493375,1204.4000244140625,9576.58984375,17.079999923706055
2,39,2020-02-24 00:00:00,-0.026390470576789893,55.93333435058594,57.56666564941406,54.813331604003906,55.58599853515625,227883000.0,-0.07459490327646512,58.80026550292969,50.74359970092773,54.86477073464057,1.3726600537214166,1205.77001953125,9221.2802734375,25.030000686645508
3,0,2019-12-27 00:00:00,,29.0,29.020666122436523,28.407333374023438,28.691999435424805,149185500.0,-0.0012995234173469594,28.1517333984375,24.761666774749756,95.77543377070198,0.3518144107607789,1161.199951171875,9006.6201171875,13.430000305175781
3,1,2019-12-30 00:00:00,,28.586000442504883,28.600000381469727,27.284000396728516,27.64666748046875,188796000.0,-0.03643287242176041,28.273200225830077,25.044200134277343,82.61159637935499,0.8656325922848723,1160.6800537109375,8945.990234375,14.819999694824219
3,2,2019-12-31 00:00:00,,27.0,28.086000442504883,26.80533218383789,27.8886661529541,154285500.0,0.008753267375039453,28.261333465576172,25.322400093078613,81.71019225681451,0.41797042307501064,1156.3499755859375,8972.599609375,13.779999732971191
3,3,2020-01-02 00:00:00,,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500.0,0.0285181750157113,28.328133392333985,25.63593339920044,82.96486027824483,0.271337567545584,1153.969970703125,9092.1904296875,12.470000267028809
3,4,2020-01-03 00:00:00,,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500.0,0.02963325829792085,28.489066696166994,26.002533435821533,83.76133222760997,1.875893273275233,1157.1500244140625,9020.76953125,14.020000457763672
3,5,2020-01-06 00:00:00,,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000.0,0.01925463704513497,28.77120018005371,26.406433391571046,85.64855611590409,0.3882585904856483,1165.8499755859375,9071.4697265625,13.850000381469727
3,6,2020-01-07 00:00:00,,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500.0,0.03880052465815398,29.495999908447267,26.850333309173585,85.00707044153997,1.8960513993803931,1167.4200439453125,9068.580078125,13.789999961853027
3,7,2020-01-08 00:00:00,,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500.0,0.04920482578812169,30.48013343811035,27.359033393859864,88.84832527109769,4.476563947950406,1166.4599609375,9129.240234375,13.449999809265137
3,8,2020-01-09 00:00:00,,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000.0,-0.021945011900097344,31.161199951171874,27.800699996948243,80.99375942460492,3.950448531196137,1161.260009765625,9203.4296875,12.539999961853027
3,9,2020-01-10 00:00:00,,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500.0,-0.006627297633174267,31.629733276367187,28.218866729736327,77.53573374502838,0.9382290869744013,1157.81005859375,9178.8603515625,12.5600004196167
3,10,2020-01-13 00:00:00,,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000.0,0.09768895885093332,32.60733299255371,28.76946668624878,83.18022798636757,3.576316823908476,1156.9300537109375,9273.9296875,12.319999694824219
3,11,2020-01-14 00:00:00,,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000.0,0.024882822120200876,33.52546615600586,29.367899894714355,83.12671555561641,4.058594153679225,1153.93994140625,9251.330078125,12.390000343322754
3,12,2020-01-15 00:00:00,,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000.0,-0.03610201351305786,33.876932525634764,29.824566555023193,74.21440800793425,1.7961752784365839,1157.050048828125,9258.7001953125,12.420000076293945
3,13,2020-01-16 00:00:00,,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500.0,-0.009662477636014799,34.305599212646484,30.27289981842041,71.51188332064953,2.6460660025169744,1156.780029296875,9357.1298828125,12.319999694824219
3,14,2020-01-17 00:00:00,,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500.0,-0.005822894156913949,34.736932373046876,30.664066505432128,70.6175322991711,1.0685175159320766,1158.77001953125,9388.9404296875,12.100000381469727
3,15,2020-01-21 00:00:00,,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500.0,0.07189030619278935,35.03479919433594,31.141266441345216,80.76808185722767,1.8807576859453972,1157.5699462890625,9370.8095703125,12.850000381469727
3,16,2020-01-22 00:00:00,,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000.0,0.04086264444061727,35.45666656494141,31.68783321380615,82.30713166156781,4.52028528902984,1168.739990234375,9383.76953125,12.90999984741211
3,17,2020-01-23 00:00:00,,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,294765000.0,0.004635122144013071,36.17266693115234,32.197766590118405,81.5758312071209,2.240237782270524,1163.72998046875,9402.48046875,12.979999542236328
3,18,2020-01-24 00:00:00,,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000.0,-0.012897603180825445,36.8570671081543,32.66299991607666,77.76099082394425,1.2094881951134322,1167.5999755859375,9314.91015625,14.5600004196167
3,19,2020-01-27 00:00:00,,36.132667541503906,37.62933349609375,35.95199966430664,37.201332092285156,204121500.0,-0.012039272835579595,37.49066696166992,33.086599826812744,74.46008855691693,1.0644314092891387,1169.1500244140625,9139.3095703125,18.229999542236328
3,20,2020-01-28 00:00:00,,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,176827500.0,0.015913383222044608,37.753333282470706,33.541666412353514,73.40437771379598,0.7103799975039149,1176.72998046875,9269.6796875,16.280000686645508
3,21,2020-01-29 00:00:00,,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500.0,0.024854513769903885,37.90573272705078,34.09596633911133,72.20908621528548,1.880368532931784,1174.280029296875,9275.16015625,16.389999389648438
3,22,2020-01-30 00:00:00,,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500.0,0.10296225866535558,38.820532989501956,34.837566471099855,82.01559323313585,4.060442630493887,1178.0799560546875,9298.9296875,15.489999771118164
3,23,2020-01-31 00:00:00,,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500.0,0.015230690473505337,39.96386642456055,35.5719331741333,83.72577000367214,1.4752213304591566,1187.1199951171875,9150.9404296875,18.84000015258789
3,24,2020-02-03 00:00:00,,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000.0,0.19894859376394902,42.92360000610351,36.69523315429687,87.70461809360354,7.5743581398656685,1194.8699951171875,9273.400390625,17.969999313354492
3,25,2020-02-04 00:00:00,,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000.0,0.13725640223576474,47.19240036010742,38.14696645736694,90.37789643456442,10.273873679998575,1189.3599853515625,9467.9697265625,16.049999237060547
3,26,2020-02-05 00:00:00,,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000.0,-0.1717583947927872,49.24186706542969,39.032433128356935,69.123239514647,7.838748697314427,1182.47998046875,9508.6796875,15.149999618530273
3,27,2020-02-06 00:00:00,,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,598212000.0,0.01940931694254422,50.68386688232422,39.88849983215332,70.49237606362502,6.1764815996659514,1183.4599609375,9572.150390625,14.960000038146973
3,28,2020-02-07 00:00:00,,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500.0,-0.001188323805631053,51.98386688232422,40.77759990692139,70.75098107263602,1.7367710709085398,1184.25,9520.509765625,15.470000267028809
3,29,2020-02-10 00:00:00,,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000.0,0.031026496329857656,51.86760025024414,41.754699897766116,70.04505677241619,3.2205531388633544,1191.0899658203125,9628.3896484375,15.039999961853027
3,30,2020-02-11 00:00:00,,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500.0,0.004019260937028868,50.36520004272461,42.586433219909665,68.97602725572484,0.6926735353845176,1185.6300048828125,9638.9404296875,15.180000305175781
3,31,2020-02-12 00:00:00,,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500.0,-0.009155657933695438,50.79973373413086,43.351000022888186,67.92675666721624,0.7559109000966509,1180.719970703125,9725.9599609375,13.739999771118164
3,32,2020-02-13 00:00:00,,49.45600128173828,54.53333282470703,49.0,53.599998474121094,394339500.0,0.047843652551780025,51.533599853515625,44.302666664123535,70.85408721449674,3.5318950074045374,1177.9599609375,9711.9697265625,14.149999618530273
3,33,2020-02-14 00:00:00,,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500.0,-0.004937755668348531,52.226399993896486,45.25780010223389,71.2054913797478,1.4702401718849085,1183.469970703125,9731.1796875,13.680000305175781
3,34,2020-02-18 00:00:00,,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500.0,0.0729597130158357,53.3879997253418,46.417466735839845,73.50349717745334,1.6041088085678246,1183.81005859375,9732.740234375,14.829999923706055
3,35,2020-02-19 00:00:00,,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000.0,0.06875580895325561,55.29519958496094,47.65153331756592,75.29356832328563,3.363333379558011,1189.9300537109375,9817.1796875,14.380000114440918
3,36,2020-02-20 00:00:00,,60.79666519165039,60.79999923706055,57.3293342590332,59.96066665649414,264523500.0,-0.019631105097986157,57.05679931640625,48.75103321075439,70.74640396753088,1.8479520868978105,1191.3699951171875,9750.9697265625,15.5600004196167
3,37,2020-02-21 00:00:00,,60.46533203125,60.87066650390625,58.6966667175293,60.06666564941406,214722000.0,0.0017678087791648256,58.35013275146484,49.84703311920166,70.35782749770817,1.2019386266493375,1204.4000244140625,9576.58984375,17.079999923706055
3,38,2020-02-24 00:00:00,,55.93333435058594,57.56666564941406,54.813331604003906,55.58599853515625,227883000.0,-0.07459490327646512,58.80026550292969,50.74359970092773,54.86477073464057,1.3726600537214166,1205.77001953125,9221.2802734375,25.030000686645508
3,39,2020-02-25 00:00:00,-0.1281458395846271,56.599998474121094,57.106666564941406,52.46666717529297,53.32733154296875,259357500.0,-0.040633739641448896,58.020398712158205,51.549899673461915,40.91560528244483,1.7809399379536297,1217.6500244140625,8965.6103515625,27.850000381469727
4,0,2019-12-30 00:00:00,,28.586000442504883,28.600000381469727,27.284000396728516,27.64666748046875,188796000.0,-0.03643287242176041,28.273200225830077,25.044200134277343,82.61159637935499,0.8656325922848723,1160.6800537109375,8945.990234375,14.819999694824219
4,1,2019-12-31 00:00:00,,27.0,28.086000442504883,26.80533218383789,27.8886661529541,154285500.0,0.008753267375039453,28.261333465576172,25.322400093078613,81.71019225681451,0.41797042307501064,1156.3499755859375,8972.599609375,13.779999732971191
4,2,2020-01-02 00:00:00,,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500.0,0.0285181750157113,28.328133392333985,25.63593339920044,82.96486027824483,0.271337567545584,1153.969970703125,9092.1904296875,12.470000267028809
4,3,2020-01-03 00:00:00,,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500.0,0.02963325829792085,28.489066696166994,26.002533435821533,83.76133222760997,1.875893273275233,1157.1500244140625,9020.76953125,14.020000457763672
4,4,2020-01-06 00:00:00,,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000.0,0.01925463704513497,28.77120018005371,26.406433391571046,85.64855611590409,0.3882585904856483,1165.8499755859375,9071.4697265625,13.850000381469727
4,5,2020-01-07 00:00:00,,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500.0,0.03880052465815398,29.495999908447267,26.850333309173585,85.00707044153997,1.8960513993803931,1167.4200439453125,9068.580078125,13.789999961853027
4,6,2020-01-08 00:00:00,,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500.0,0.04920482578812169,30.48013343811035,27.359033393859864,88.84832527109769,4.476563947950406,1166.4599609375,9129.240234375,13.449999809265137
4,7,2020-01-09 00:00:00,,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000.0,-0.021945011900097344,31.161199951171874,27.800699996948243,80.99375942460492,3.950448531196137,1161.260009765625,9203.4296875,12.539999961853027
4,8,2020-01-10 00:00:00,,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500.0,-0.006627297633174267,31.629733276367187,28.218866729736327,77.53573374502838,0.9382290869744013,1157.81005859375,9178.8603515625,12.5600004196167
4,9,2020-01-13 00:00:00,,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000.0,0.09768895885093332,32.60733299255371,28.76946668624878,83.18022798636757,3.576316823908476,1156.9300537109375,9273.9296875,12.319999694824219
4,10,2020-01-14 00:00:00,,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000.0,0.024882822120200876,33.52546615600586,29.367899894714355,83.12671555561641,4.058594153679225,1153.93994140625,9251.330078125,12.390000343322754
4,11,2020-01-15 00:00:00,,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000.0,-0.03610201351305786,33.876932525634764,29.824566555023193,74.21440800793425,1.7961752784365839,1157.050048828125,9258.7001953125,12.420000076293945
4,12,2020-01-16 00:00:00,,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500.0,-0.009662477636014799,34.305599212646484,30.27289981842041,71.51188332064953,2.6460660025169744,1156.780029296875,9357.1298828125,12.319999694824219
4,13,2020-01-17 00:00:00,,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500.0,-0.005822894156913949,34.736932373046876,30.664066505432128,70.6175322991711,1.0685175159320766,1158.77001953125,9388.9404296875,12.100000381469727
4,14,2020-01-21 00:00:00,,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500.0,0.07189030619278935,35.03479919433594,31.141266441345216,80.76808185722767,1.8807576859453972,1157.5699462890625,9370.8095703125,12.850000381469727
4,15,2020-01-22 00:00:00,,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000.0,0.04086264444061727,35.45666656494141,31.68783321380615,82.30713166156781,4.52028528902984,1168.739990234375,9383.76953125,12.90999984741211
